property_name,reviewer,date,stars,heading,review 
Bhavya Serene,Guest User,12/07/2020,4,Good area,This Apartment Has Children's Play Area And Jogging track Swimming Pool Gym Tennis Court Basketball Court And Super Security System
Bhavya Serene,Guest User,12/07/2020,4,Good area,This Apartment Has Children's Play Area And Jogging track Swimming Pool Gym Tennis Court Basketball Court And Super Security System
Bhavya Serene,Malani,24/04/2015,5,Kasavanahalli.,?
3Cube Elil Abode,Thomas,17/08/2018,4,Mahadevapura,?
Trinity Complex,Sowaprnika,16/11/2016,4,Sarjapur Road.,?
Purva Paradise,Prashanth,28/08/2012,0,Review Of Domlur,?
Godrej Eternity,Guest User,08/06/2021,4,Awesome project.,It is the best amenities and facilities. Good connectivity for transportation and have companies nearby this project good place for families.
Godrej Eternity,Guest User,07/06/2021,4,Nice project.,It is a lovely place to stay with family and friends. Greenery and all the other best facilities are available over here to stay comfortably.
Godrej Eternity,Guest User,08/06/2021,4,Awesome project.,It is the best amenities and facilities. Good connectivity for transportation and have companies nearby this project good place for families.
Godrej Eternity,Guest User,07/06/2021,4,Nice project.,It is a lovely place to stay with family and friends. Greenery and all the other best facilities are available over here to stay comfortably.
Godrej Eternity,Guest User,09/01/2021,4,Nicely project.,Godrej Eternity is a luxurious ready to move project developed by Godrej properties Pvt Ltd located at a very nice place on Kanakapura Road. It is a nicely located project that offers various 2 and 3 BHK Homes with world-class amenities.
Godrej Eternity,Guest User,07/01/2021,0,Nice project.,Godrej Eternity apartment situated in Kanakapura road nice place very good locality super security system very nice to stay this apartment.
Godrej Eternity,Guest User,21/12/2020,4,Awesome amenities,Any time the transport service and all ATM available. Good water supply. All major amenities and services are available and are well maintained.
Godrej Eternity,Guest User,16/12/2020,4,Good project.,"Godrej eternity in Kanakpura, Bangalore South, is a residential project with modern amenities and facilities, Lots of open space and Greenery, and 24 hours security with CCTV footage."
Godrej Eternity,Guest User,18/08/2020,5,Godrej Eternity.,"Godrej Eternity is a Multistorey Apartment. With all modern amenities like Jogging track, gymnasium, tennis court, badminton court kids play area, swimming pool etc. Security available in each tower and CCTV available on the project. Parking facility available."
Godrej Eternity,J Pinto,13/08/2020,5,Kanakapura Road.,?
Confident Atik,Guest User,05/12/2020,4,It is very good project.,The residential project provides direct connectivity to all other major points in and around the city The project is one of the most reputable addresses of the city All all facilities and nearby this project. best project Good security Good lift.
Confident Atik,Guest User,05/12/2020,4,Lavish lifestyle with great amenities,It is a residential project located in Sarjapur Road Bangalore The the project offers all amenities Schools hospitals banks and nearby this project the project is well connected with the city. Best project Good security.
Confident Atik,Guest User,05/12/2020,4,It is very good project.,The residential project provides direct connectivity to all other major points in and around the city The project is one of the most reputable addresses of the city All all facilities and nearby this project. best project Good security Good lift.
Confident Atik,Guest User,05/12/2020,4,Lavish lifestyle with great amenities,It is a residential project located in Sarjapur Road Bangalore The the project offers all amenities Schools hospitals banks and nearby this project the project is well connected with the city. Best project Good security.
Confident Atik,Guest User,17/08/2020,3,Nice society plan and Perfect location.,Very good and peaceful project with trusted gated society with all basic facilities like gym swimming pool and kids play area and with good community best in every aspect affordable rent as residents are satisfied with good connectivity to main road and bus stop and shopping centre.
Confident Atik,Jitendra,21/05/2019,5,Sarjapur Road.,?
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,25/05/2021,5,Good project.,This project is situated on Tumkur Road. It is a well-developing locality with good connectivity for all basic needs and facilities. It has all amenities in the project built class is super in this project.
Prestige Jindal City,Guest User,20/08/2020,4,Prestige Jindal City Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project. Highlights of the project: Central 18.21K sq.m Landscaped Podium level. Adjacent to the metro station. The project offers an apartment with a perfect combination of contemporary architecture and features ... Read More"
Prestige Jindal City,Guest User,12/07/2020,5,Prestige Jindal City_Tumkur Road,"Prestige Jindal City in Tumkur Road, Bangalore West by Prestige Group is a residential project.Highlights of project:Central 18.21K sq.m Landscaped Podium level.Adjacent to Metro Station.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfor... Read More"
Prestige Jindal City,jayanna,10/08/2015,5,Tumkur Road.,?
Salarpuria Serenity,Guest User,02/10/2020,5,Good Community.,Nice community property is nicely maintained well for future investment well-maintained apartment and excellent connectivity. It has good amenities such as a playground for kids and a good swimming pool all sports facilities good within the premises.
Salarpuria Serenity,Guest User,02/10/2020,5,Good Community.,Nice community property is nicely maintained well for future investment well-maintained apartment and excellent connectivity. It has good amenities such as a playground for kids and a good swimming pool all sports facilities good within the premises.
Salarpuria Serenity,Redwoods,20/05/2017,4,HSR Layout.,?
LGCL Happy Days,Gaurav Gupta,19/10/2020,3,This project under construction now,"Good project and prices are affordable but this time project is under construction, it's will take some time to complete the project. Good location and all amenities available and good connectivity."
LGCL Happy Days,Gaurav Gupta,19/10/2020,3,This project under construction now,"Good project and prices are affordable but this time project is under construction, it's will take some time to complete the project. Good location and all amenities available and good connectivity."
LGCL Happy Days,Jorge,04/09/2014,4,Hennur Main Road.,?
S2 Zinnia,Sahitya,20/03/2014,5,Hormavu is the well known place of Bangalore.,?
Chariot Windsor Castle,Sowaprnika,16/11/2016,4,Sarjapur Road.,?
In That Quiet Earth,Guest User,06/06/2021,4,Very posh location,"This is a residential under construction project situated in a very posh place. Location is a really good and clean environment. Wide and clean roads and good atmosphere, great place off the noise, greenery everywhere. Bit expensive but worth the money spent."
In That Quiet Earth,Neeraj,05/06/2021,3,Good project.,"It has good sports facilities like a badminton court, squash courts, etc. It has covered and open parking is available. It has a nice kid's play area, however, flats are costly."
In That Quiet Earth,Guest User,06/06/2021,4,Very posh location,"This is a residential under construction project situated in a very posh place. Location is a really good and clean environment. Wide and clean roads and good atmosphere, great place off the noise, greenery everywhere. Bit expensive but worth the money spent."
In That Quiet Earth,Neeraj,05/06/2021,3,Good project.,"It has good sports facilities like a badminton court, squash courts, etc. It has covered and open parking is available. It has a nice kid's play area, however, flats are costly."
